item,canonical_model,subjective_rank,subjective_worth,benchmark_category,dataset,score_mean,objective_rank,subjective_label,objective_source
hierspeech,hierspeech,11,-0.754505234743026,GENERIC,hierspeech/v1.1/eng,88.21198657118755,8.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,12,-0.787962267314379,GENERIC,styletts2/default/eng,77.646595705159,17.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,13,-0.827690328166699,GENERIC,tortoise/default/eng,83.62015294517546,14.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,14,-0.944343404792295,GENERIC,vevo/vevo1.5/eng,89.68321238476294,6.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,15,-1.17557209871395,GENERIC,metavoice/default/eng,88.26522999321223,7.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,16,-1.28878163920876,GENERIC,xtts/v2/eng,87.47454515446965,9.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,17,-1.35491983218282,GENERIC,whisperspeech/small/eng,82.52424615515672,15.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,18,-1.53361547255085,GENERIC,openvoice/default/eng,76.14519240159365,18.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,2.44697819734404,GENERIC,styletts2/default/eng,77.646595705159,17.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,2,2.33973696175463,GENERIC,fish-speech/s1-mini/eng,80.14088864048148,16.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,3,2.23589580650502,GENERIC,openvoice/default/eng,76.14519240159365,18.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,GENERIC,qwen3-tts/1.7b-base/eng,85.84248697498589,12.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,5,1.93963770677368,GENERIC,tortoise/default/eng,83.62015294517546,14.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,6,1.9212030193773,GENERIC,indextts/default/eng,87.39640614283826,10.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,7,1.46426118294162,GENERIC,f5-tts/v1/eng,84.45513772263241,13.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,1.20841567669501,GENERIC,whisperspeech/small/eng,82.52424615515672,15.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,9,0.92878102689503,GENERIC,vibevoice/default/eng,90.74486330426625,5.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,10,0.48960136589781,GENERIC,xtts/v2/eng,87.47454515446965,9.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,11,0.198223341447589,GENERIC,e2-tts/default/eng,90.95009598562602,4.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,0.0818880149053242,GENERIC,hierspeech/v1.1/eng,88.21198657118755,8.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,13,0.029618680831655,GENERIC,vevo/vevo1.5/eng,89.68321238476294,6.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,14,0.0,GENERIC,recording/default/eng,96.16710352297645,1.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,15,-0.0537024851800524,GENERIC,maskgct/default/eng,93.6383993262168,2.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,GENERIC,gpt-sovits/v4/eng,86.3195733906475,11.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,17,-0.653807459549089,GENERIC,voicecraft/giga830m_tts_enhanced/eng,92.45433722740304,3.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,18,-1.07553475807921,GENERIC,metavoice/default/eng,88.26522999321223,7.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,1,0.962534929784353,INTELLIGIBILITY,indextts/default/eng,77.71340881262452,9.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,76.58692602347269,11.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,3,0.67182568139416,INTELLIGIBILITY,e2-tts/default/eng,84.42046922747726,3.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,4,0.355839445079671,INTELLIGIBILITY,fish-speech/s1-mini/eng,67.08492097247247,15.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,0.181825571787109,INTELLIGIBILITY,f5-tts/v1/eng,76.51096236826412,12.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,6,0.140665032548458,INTELLIGIBILITY,maskgct/default/eng,85.8383495791193,1.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,7,0.0,INTELLIGIBILITY,recording/default/eng,85.5803849392232,2.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,8,-0.419851736565557,INTELLIGIBILITY,vibevoice/default/eng,80.2831937347024,5.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-0.576927185670687,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,79.78882852937588,6.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,INTELLIGIBILITY,gpt-sovits/v4/eng,77.49278630858623,10.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,11,-0.754505234743026,INTELLIGIBILITY,hierspeech/v1.1/eng,81.9836549118171,4.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,12,-0.787962267314379,INTELLIGIBILITY,styletts2/default/eng,69.76869696858111,14.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,13,-0.827690328166699,INTELLIGIBILITY,tortoise/default/eng,70.07214346082333,13.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,14,-0.944343404792295,INTELLIGIBILITY,vevo/vevo1.5/eng,78.32305935519727,8.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,15,-1.17557209871395,INTELLIGIBILITY,metavoice/default/eng,64.65251241643499,16.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,16,-1.28878163920876,INTELLIGIBILITY,xtts/v2/eng,79.0445927425715,7.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,17,-1.35491983218282,INTELLIGIBILITY,whisperspeech/small/eng,61.61622584507958,17.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,18,-1.53361547255085,INTELLIGIBILITY,openvoice/default/eng,59.31111921139615,18.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,2.44697819734404,INTELLIGIBILITY,styletts2/default/eng,69.76869696858111,14.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,2,2.33973696175463,INTELLIGIBILITY,fish-speech/s1-mini/eng,67.08492097247247,15.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,3,2.23589580650502,INTELLIGIBILITY,openvoice/default/eng,59.31111921139615,18.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,INTELLIGIBILITY,qwen3-tts/1.7b-base/eng,76.58692602347269,11.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,5,1.93963770677368,INTELLIGIBILITY,tortoise/default/eng,70.07214346082333,13.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,6,1.9212030193773,INTELLIGIBILITY,indextts/default/eng,77.71340881262452,9.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,7,1.46426118294162,INTELLIGIBILITY,f5-tts/v1/eng,76.51096236826412,12.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,1.20841567669501,INTELLIGIBILITY,whisperspeech/small/eng,61.61622584507958,17.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,9,0.92878102689503,INTELLIGIBILITY,vibevoice/default/eng,80.2831937347024,5.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,10,0.48960136589781,INTELLIGIBILITY,xtts/v2/eng,79.0445927425715,7.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,11,0.198223341447589,INTELLIGIBILITY,e2-tts/default/eng,84.42046922747726,3.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,0.0818880149053242,INTELLIGIBILITY,hierspeech/v1.1/eng,81.9836549118171,4.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,13,0.029618680831655,INTELLIGIBILITY,vevo/vevo1.5/eng,78.32305935519727,8.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,14,0.0,INTELLIGIBILITY,recording/default/eng,85.5803849392232,2.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,15,-0.0537024851800524,INTELLIGIBILITY,maskgct/default/eng,85.8383495791193,1.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,INTELLIGIBILITY,gpt-sovits/v4/eng,77.49278630858623,10.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,17,-0.653807459549089,INTELLIGIBILITY,voicecraft/giga830m_tts_enhanced/eng,79.78882852937588,6.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,18,-1.07553475807921,INTELLIGIBILITY,metavoice/default/eng,64.65251241643499,16.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,1,0.962534929784353,OVERALL,indextts/default/eng,82.32813002313736,10.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,OVERALL,qwen3-tts/1.7b-base/eng,81.48755442234236,11.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,3,0.67182568139416,OVERALL,e2-tts/default/eng,85.50238631690723,3.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,4,0.355839445079671,OVERALL,fish-speech/s1-mini/eng,76.26773843123436,15.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,0.181825571787109,OVERALL,f5-tts/v1/eng,80.39369289820299,12.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,6,0.140665032548458,OVERALL,maskgct/default/eng,86.66355872473208,2.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,7,0.0,OVERALL,recording/default/eng,88.25167317791524,1.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,8,-0.419851736565557,OVERALL,vibevoice/default/eng,84.13966842947626,5.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-0.576927185670687,OVERALL,voicecraft/giga830m_tts_enhanced/eng,84.63429149843111,4.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,OVERALL,gpt-sovits/v4/eng,82.5578466588632,8.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,11,-0.754505234743026,OVERALL,hierspeech/v1.1/eng,83.7684085158808,6.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,12,-0.787962267314379,OVERALL,styletts2/default/eng,75.73462511607414,16.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,13,-0.827690328166699,OVERALL,tortoise/default/eng,77.91739150615548,14.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,14,-0.944343404792295,OVERALL,vevo/vevo1.5/eng,82.75305497728286,7.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,15,-1.17557209871395,OVERALL,metavoice/default/eng,78.5207218824866,13.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,16,-1.28878163920876,OVERALL,xtts/v2/eng,82.35031403892253,9.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,17,-1.35491983218282,OVERALL,whisperspeech/small/eng,75.28018929305516,17.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,18,-1.53361547255085,OVERALL,openvoice/default/eng,72.23779333973157,18.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,2.44697819734404,OVERALL,styletts2/default/eng,75.73462511607414,16.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,2,2.33973696175463,OVERALL,fish-speech/s1-mini/eng,76.26773843123436,15.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,3,2.23589580650502,OVERALL,openvoice/default/eng,72.23779333973157,18.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,OVERALL,qwen3-tts/1.7b-base/eng,81.48755442234236,11.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,5,1.93963770677368,OVERALL,tortoise/default/eng,77.91739150615548,14.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,6,1.9212030193773,OVERALL,indextts/default/eng,82.32813002313736,10.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,7,1.46426118294162,OVERALL,f5-tts/v1/eng,80.39369289820299,12.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,1.20841567669501,OVERALL,whisperspeech/small/eng,75.28018929305516,17.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,9,0.92878102689503,OVERALL,vibevoice/default/eng,84.13966842947626,5.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,10,0.48960136589781,OVERALL,xtts/v2/eng,82.35031403892253,9.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,11,0.198223341447589,OVERALL,e2-tts/default/eng,85.50238631690723,3.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,0.0818880149053242,OVERALL,hierspeech/v1.1/eng,83.7684085158808,6.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,13,0.029618680831655,OVERALL,vevo/vevo1.5/eng,82.75305497728286,7.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,14,0.0,OVERALL,recording/default/eng,88.25167317791524,1.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,15,-0.0537024851800524,OVERALL,maskgct/default/eng,86.66355872473208,2.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,OVERALL,gpt-sovits/v4/eng,82.5578466588632,8.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,17,-0.653807459549089,OVERALL,voicecraft/giga830m_tts_enhanced/eng,84.63429149843111,4.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,18,-1.07553475807921,OVERALL,metavoice/default/eng,78.5207218824866,13.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,1,0.962534929784353,PROSODY,indextts/default/eng,80.80812952391888,9.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,PROSODY,qwen3-tts/1.7b-base/eng,81.79634480367498,6.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,3,0.67182568139416,PROSODY,e2-tts/default/eng,81.72851228991742,7.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,4,0.355839445079671,PROSODY,fish-speech/s1-mini/eng,77.2190764105503,14.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,0.181825571787109,PROSODY,f5-tts/v1/eng,78.25912305859333,13.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,6,0.140665032548458,PROSODY,maskgct/default/eng,81.10352505009546,8.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,7,0.0,PROSODY,recording/default/eng,84.51848330758305,1.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,8,-0.419851736565557,PROSODY,vibevoice/default/eng,82.26204679476042,4.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-0.576927185670687,PROSODY,voicecraft/giga830m_tts_enhanced/eng,82.80581942302938,3.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,PROSODY,gpt-sovits/v4/eng,81.9984090332461,5.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,11,-0.754505234743026,PROSODY,hierspeech/v1.1/eng,83.01451216519082,2.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,12,-0.787962267314379,PROSODY,styletts2/default/eng,75.75341396054485,17.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,13,-0.827690328166699,PROSODY,tortoise/default/eng,76.70248503326303,15.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,14,-0.944343404792295,PROSODY,vevo/vevo1.5/eng,78.30081851035503,12.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,15,-1.17557209871395,PROSODY,metavoice/default/eng,79.23498618476945,11.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,16,-1.28878163920876,PROSODY,xtts/v2/eng,80.31692032610316,10.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,17,-1.35491983218282,PROSODY,whisperspeech/small/eng,75.57133902497831,18.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,18,-1.53361547255085,PROSODY,openvoice/default/eng,76.03211294520833,16.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,2.44697819734404,PROSODY,styletts2/default/eng,75.75341396054485,17.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,2,2.33973696175463,PROSODY,fish-speech/s1-mini/eng,77.2190764105503,14.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,3,2.23589580650502,PROSODY,openvoice/default/eng,76.03211294520833,16.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,PROSODY,qwen3-tts/1.7b-base/eng,81.79634480367498,6.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,5,1.93963770677368,PROSODY,tortoise/default/eng,76.70248503326303,15.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,6,1.9212030193773,PROSODY,indextts/default/eng,80.80812952391888,9.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,7,1.46426118294162,PROSODY,f5-tts/v1/eng,78.25912305859333,13.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,1.20841567669501,PROSODY,whisperspeech/small/eng,75.57133902497831,18.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,9,0.92878102689503,PROSODY,vibevoice/default/eng,82.26204679476042,4.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,10,0.48960136589781,PROSODY,xtts/v2/eng,80.31692032610316,10.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,11,0.198223341447589,PROSODY,e2-tts/default/eng,81.72851228991742,7.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,0.0818880149053242,PROSODY,hierspeech/v1.1/eng,83.01451216519082,2.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,13,0.029618680831655,PROSODY,vevo/vevo1.5/eng,78.30081851035503,12.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,14,0.0,PROSODY,recording/default/eng,84.51848330758305,1.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,15,-0.0537024851800524,PROSODY,maskgct/default/eng,81.10352505009546,8.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,16,-0.0710059488697125,PROSODY,gpt-sovits/v4/eng,81.9984090332461,5.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,17,-0.653807459549089,PROSODY,voicecraft/giga830m_tts_enhanced/eng,82.80581942302938,3.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,18,-1.07553475807921,PROSODY,metavoice/default/eng,79.23498618476945,11.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,1,0.962534929784353,SPEAKER,indextts/default/eng,83.39457561316779,7.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,2,0.791079988365953,SPEAKER,qwen3-tts/1.7b-base/eng,81.72445988723587,13.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,3,0.67182568139416,SPEAKER,e2-tts/default/eng,84.91046776460823,3.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,4,0.355839445079671,SPEAKER,fish-speech/s1-mini/eng,80.62606770143319,16.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,5,0.181825571787109,SPEAKER,f5-tts/v1/eng,82.34954844332208,10.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
maskgct,maskgct,6,0.140665032548458,SPEAKER,maskgct/default/eng,86.07396094349676,2.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,7,0.0,SPEAKER,recording/default/eng,86.74072094187827,1.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,8,-0.419851736565557,SPEAKER,vibevoice/default/eng,83.268569884176,8.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
voicecraft,voicecraft,9,-0.576927185670687,SPEAKER,voicecraft/giga830m_tts_enhanced/eng,83.48818081391619,6.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
gpt.sovits,gpt-sovits,10,-0.644218378544644,SPEAKER,gpt-sovits/v4/eng,84.42061790297296,5.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,11,-0.754505234743026,SPEAKER,hierspeech/v1.1/eng,81.8634804153277,12.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,12,-0.787962267314379,SPEAKER,styletts2/default/eng,79.76979383001162,17.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,13,-0.827690328166699,SPEAKER,tortoise/default/eng,81.27478458536014,15.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,14,-0.944343404792295,SPEAKER,vevo/vevo1.5/eng,84.70512965881619,4.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
metavoice,metavoice,15,-1.17557209871395,SPEAKER,metavoice/default/eng,81.9301589355297,11.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,16,-1.28878163920876,SPEAKER,xtts/v2/eng,82.56519793254584,9.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,17,-1.35491983218282,SPEAKER,whisperspeech/small/eng,81.40894614700602,14.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,18,-1.53361547255085,SPEAKER,openvoice/default/eng,77.46274880072815,18.0,sim,aggregated_results_sap__sap_readable_01_very_high_wer.csv
styletts2,styletts2,1,2.44697819734404,SPEAKER,styletts2/default/eng,79.76979383001162,17.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
fish.speech,fish-speech,2,2.33973696175463,SPEAKER,fish-speech/s1-mini/eng,80.62606770143319,16.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
openvoice,openvoice,3,2.23589580650502,SPEAKER,openvoice/default/eng,77.46274880072815,18.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
qwen3.tts,qwen3-tts,4,2.20698429417246,SPEAKER,qwen3-tts/1.7b-base/eng,81.72445988723587,13.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
tortoise,tortoise,5,1.93963770677368,SPEAKER,tortoise/default/eng,81.27478458536014,15.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
indextts,indextts,6,1.9212030193773,SPEAKER,indextts/default/eng,83.39457561316779,7.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
f5.tts,f5-tts,7,1.46426118294162,SPEAKER,f5-tts/v1/eng,82.34954844332208,10.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
whisperspeech,whisperspeech,8,1.20841567669501,SPEAKER,whisperspeech/small/eng,81.40894614700602,14.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vibevoice,vibevoice,9,0.92878102689503,SPEAKER,vibevoice/default/eng,83.268569884176,8.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
xtts,xtts,10,0.48960136589781,SPEAKER,xtts/v2/eng,82.56519793254584,9.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
e2.tts,e2-tts,11,0.198223341447589,SPEAKER,e2-tts/default/eng,84.91046776460823,3.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
hierspeech,hierspeech,12,0.0818880149053242,SPEAKER,hierspeech/v1.1/eng,81.8634804153277,12.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
vevo,vevo,13,0.029618680831655,SPEAKER,vevo/vevo1.5/eng,84.70512965881619,4.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
recording,recording,14,0.0,SPEAKER,recording/default/eng,86.74072094187827,1.0,intel,aggregated_results_sap__sap_readable_01_very_high_wer.csv
